"id";"beginlifespanversion";"endlifespanversion";"creationdate";"alternatieveid";"rioollinktypeid";"startkoppelpuntid";"endkoppelpuntid";"diameter";"pressure";"label";"namespaceid";"omschrijving";"sewerwatertypeid";"straatid";"user_id";"st_astext"
"634111";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079682";"2";"125114";"125372";"1000";"1";"(null)";"1";"(null)";"0";"(null)";"(null)";"LINESTRING(137661.2303998 197644.98212505,137663.627262464 197628.111549929,137680.304098064 197588.464559157,137690.058449867 197565.494543765,137705.791469248 197531.511428786,137756.451419832 197438.057827651,137764.317859631 197420.437036052,137770.925831212 197383.936565285,137775.645611222 197361.281201894,137783.512051023 197323.836775126,137792.95189061 197274.120780553,137814.663298008 197151.718496445,137826.620353599 197119.938085253,137838.577269407 197089.730794282,137849.275716995 197063.299467101,137862.176728588 197028.687048119,137871.301776389 197010.122160738,137892.069227779 196982.117573554,137908.431551161 196964.181990173,137925.737690761 196944.35863457,137977.656389128 196879.224132836,138002.199804308 196852.478293438,138059.312427324 196789.785804345,138166.309064335 196669.38228033,138173.399148197 196669.640180349)"
"634112";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079683";"1";"388144";"388142";"1000";"1";"(null)";"1";"(null)";"2";"9373";"(null)";"LINESTRING(139230.993306559 195954.030811788,139321.096723557 195979.347507678,139346.417473153 195986.462053603,139364.154983731 195986.523837782,139441.699718219 195941.472129288,139465.707484147 195927.524281258,139489.542198462 195922.534579877,139507.48323339 195929.910240833,139541.570906207 195957.419715898,139555.525044483 195972.569839302,139553.671798715 195979.097994668)"
"634113";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079684";"1";"388145";"388142";"1000";"1";"(null)";"1";"(null)";"2";"9373";"(null)";"LINESTRING(139489.143536735 196195.236940907,139486.352764994 196174.305803383,139488.146882466 196157.560893364,139495.721874278 196136.629755839,139531.673556178 196037.289604259,139546.35764237 195996.71543147,139553.671798715 195979.097994668)"
"634114";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079685";"1";"388141";"359067";"1000";"1";"(null)";"1";"(null)";"2";"9373";"(null)";"LINESTRING(139251.254183607 195884.464902801,139214.39698609 195942.113175062)"
"634115";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079686";"1";"471469";"388147";"1000";"1";"(null)";"1";"(null)";"2";"9365";"(null)";"LINESTRING(139066.180657423 196239.277597437,139065.980487869 196239.46211127,139100.400425368 196309.46204712,139108.270499528 196328.022042094,139112.130473025 196343.752126026,139113.940385998 196349.552150663,139130.050400685 196401.242163698,139142.300441874 196443.662033964,139153.900491148 196483.102145591,139156.114098025 196490.402044048)"
"634116";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079687";"1";"359067";"125586";"1000";"1";"(null)";"1";"(null)";"2";"9373";"(null)";"LINESTRING(139214.39698609 195942.113175062,139183.974428974 195994.661177424,139175.69045673 196061.952114707,139171.690420457 196077.032066938)"
"634117";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079688";"1";"388147";"125590";"1000";"1";"(null)";"1";"(null)";"2";"9373";"(null)";"LINESTRING(139156.114098025 196490.402044048,139156.990398954 196493.292061867,139176.070387454 196561.352086361,139178.398057428 196569.276396407)"
"634119";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079690";"1";"125609";"125610";"1000";"1";"(null)";"2";"(null)";"0";"9224";"(null)";"LINESTRING(139209.977879677 197146.613334226,139298.411306692 197167.239185233)"
"634132";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079703";"1";"398807";"125627";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139492.956682785 197247.276533889,139497.064212344 197241.750064991)"
"634133";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079704";"1";"125627";"125633";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139497.064212344 197241.750064991,139529.420949699 197269.079359502)"
"634134";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079705";"1";"125605";"125617";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139175.429621195 197050.831923328,139183.174030252 197057.072544636,139320.584138457 197082.802020343)"
"634135";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079706";"1";"125617";"125633";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139320.584138457 197082.802020343,139351.909555306 197107.939793724,139382.46169145 197134.75342798,139409.662105839 197157.441919995,139426.549454947 197172.137747972,139435.444419587 197178.970071602,139443.307923937 197185.286734976,139450.913807835 197191.345638115,139454.265529589 197196.760000884,139457.10159109 197205.139165486,139458.906332084 197216.612291611,139461.226733332 197225.378376134,139464.449435185 197232.08167986,139472.699859455 197239.171903506,139489.973988698 197251.289570003,139502.478435327 197261.989275639,139513.693801216 197264.954217258,139529.420949699 197269.079359502)"
"634136";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079707";"1";"125633";"125634";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139529.420949699 197269.079359502,139549.789040462 197283.001906777)"
"634137";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079708";"1";"125634";"125636";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139549.789040462 197283.001906777,139573.380392212 197300.532118857)"
"634138";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079709";"1";"125636";"125652";"1000";"1";"(null)";"2";"(null)";"0";"9291";"(null)";"LINESTRING(139573.380392212 197300.532118857,139622.881959344 197337.789236132,139634.741865602 197346.684200773,139650.080416768 197356.742161701)"
"634141";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079712";"1";"125648";"125647";"1000";"1";"(null)";"2";"(null)";"0";"9238";"(null)";"LINESTRING(139594.263584052 197928.978130702,139594.005684035 197909.383600209)"
"634142";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079713";"1";"125645";"125647";"1000";"1";"(null)";"2";"(null)";"0";"9238";"(null)";"LINESTRING(139567.063169671 197793.749898582,139570.286011307 197797.875040826,139572.86417279 197803.676043948,139572.606412555 197809.734947085,139570.672651659 197818.88767196,139568.867910663 197830.102898066,139568.867910662 197839.513522959,139570.930551675 197845.959066451,139574.024373411 197851.760069572,139579.051956043 197861.428454702,139584.724079045 197871.354739849,139589.364881541 197882.441085838,139591.427522553 197893.14079147,139594.005684035 197909.383600209)"
"634150";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079721";"1";"125666";"125659";"1000";"1";"(null)";"2";"(null)";"0";"9184";"(null)";"LINESTRING(139807.999097852 197511.433248541,139791.75614933 197525.871456066,139765.587195227 197548.817708311,139752.180308207 197562.353475446)"
"634151";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079722";"1";"398770";"125663";"1000";"1";"(null)";"2";"(null)";"0";"9184";"(null)";"LINESTRING(139811.742911504 197508.119128468,139815.862741986 197504.472044798,139833.265751348 197489.002656549,139835.33048911 197487.072110667)"
"634152";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079723";"1";"125663";"125664";"1000";"1";"(null)";"2";"(null)";"0";"9184";"(null)";"LINESTRING(139835.33048911 197487.072110667,139847.574938974 197475.209129179,139870.65049069 197455.102153447)"
"634153";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079724";"1";"398819";"136523";"1000";"1";"(null)";"2";"(null)";"0";"9184";"(null)";"LINESTRING(140468.970285822 197453.153016442,140418.395742785 197452.262876971,140242.818109276 197450.844776317,140232.891963913 197450.715896199,140213.796319689 197450.196322015)"
"634154";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079725";"1";"136523";"125664";"1000";"1";"(null)";"2";"(null)";"0";"9184";"(null)";"LINESTRING(140213.796319689 197450.192547866,140089.026527391 197449.040035312,139984.865812106 197447.493054545,139925.179780241 197446.332853916,139906.100910001 197447.622074439,139904.553929242 197447.750954557,139892.8229031 197448.137734691,139882.896757736 197450.458135939,139870.65049069 197455.102153447)"
"634163";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079734";"1";"136524";"136523";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140197.416243835 197533.376975649,140211.869268384 197497.405304759,140213.475097877 197454.688954311,140213.796319689 197450.196322015)"
"634164";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079735";"1";"136534";"136533";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140364.427543024 197550.077993754,140335.200691472 197538.194603914,140327.513034397 197538.118002716)"
"634165";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079736";"1";"136538";"136532";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140350.938323692 197596.973582548,140352.264167418 197594.452452611,140342.466902172 197588.651449488,140312.43042628 197575.373442587)"
"634166";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079737";"1";"136548";"136538";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140408.749862747 197534.661723126,140402.00518319 197549.756911728,140380.807618872 197541.727624492,140362.821713531 197585.40750059,140384.661721472 197594.721395505,140378.880567566 197608.853198239,140354.150122456 197598.254416078,140350.938323692 197596.973582548)"
"634167";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079738";"1";"136532";"136524";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140312.43042628 197575.373442587,140286.381965305 197566.458069596,140247.840799487 197582.51692363,140210.584520917 197565.49454394,140198.058547675 197538.194603905,140197.416243835 197533.380889579)"
"634168";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079739";"1";"398820";"136538";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140326.528820823 197652.211992306,140350.938323692 197596.969668617)"
"634169";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079740";"1";"136525";"136533";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140262.293824038 197511.215745902,140306.629423163 197529.480938091,140327.513034397 197538.118002716)"
"634170";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079741";"1";"136533";"136532";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140327.513034397 197538.118002716,140312.43042628 197575.373442587)"
"634171";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079742";"1";"136513";"136524";"1000";"1";"(null)";"2";"(null)";"0";"9342";"(null)";"LINESTRING(140023.01796125 197536.909996213,140032.65321776 197518.602869065,140106.844832656 197547.187416784,140116.480089165 197526.953517899,140158.232913961 197546.223891136,140189.3869566 197539.479351365,140195.167970722 197536.267552603,140197.416243835 197533.380889579)"
"634172";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079743";"1";"125391";"125390";"1000";"1";"(null)";"2";"(null)";"0";"9242";"(null)";"LINESTRING(138463.837202647 196365.795378704,138425.937082622 196340.91536556)"
"634173";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079744";"1";"125390";"125385";"1000";"1";"(null)";"2";"(null)";"0";"9242";"(null)";"LINESTRING(138425.937082622 196340.91536556,138395.385086261 196321.707615201,138368.313691772 196305.206906443,138314.944183499 196273.236809434)"
"634175";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079746";"1";"125353";"125370";"1000";"1";"(null)";"2";"(null)";"0";"9319";"(null)";"LINESTRING(138066.789291352 196345.68518793,138088.446462857 196354.837912809,138130.1664386 196376.106067651,138157.195338994 196392.323435848,138171.095800519 196401.976584607,138184.356753868 196418.649086923,138198.923701727 196439.532837942)"
"634176";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079747";"1";"125370";"125379";"1000";"1";"(null)";"2";"(null)";"0";"9319";"(null)";"LINESTRING(138198.923701727 196439.532837942,138214.77987011 196462.865870327,138229.089057734 196484.523041833,138242.109164616 196502.957371703,138290.022514939 196571.485809725,138295.60741322 196578.628452074)"
"634178";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079749";"1";"398763";"125379";"1000";"1";"(null)";"2";"(null)";"0";"9350";"(null)";"LINESTRING(138233.407100795 196611.228412211,138241.593504355 196606.989067085,138269.1805591 196591.004018583,138291.079415772 196580.748823551,138295.60741322 196578.628452074)"
"634179";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079750";"1";"442232";"125379";"1000";"1";"(null)";"2";"(null)";"0";"9350";"(null)";"LINESTRING(138354.502132352 196512.030420158,138339.179656253 196531.060086705,138317.13570461 196559.291821603,138309.01430024 196567.928886223,138303.471057355 196573.343109208,138295.60741322 196578.628452074)"
"634180";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079751";"1";"125620";"125618";"1000";"1";"(null)";"2";"(null)";"0";"9363";"(null)";"LINESTRING(139364.414001928 197226.151796616,139309.368772561 197182.966333717)"
"634181";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079752";"1";"125618";"125611";"1000";"1";"(null)";"2";"(null)";"0";"9363";"(null)";"LINESTRING(139309.368772561 197182.966333717,139292.61030357 197189.927677243)"
"634182";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079753";"1";"398809";"125618";"1000";"1";"(null)";"2";"(null)";"0";"9363";"(null)";"LINESTRING(139301.269593723 197171.341682595,139309.368772561 197182.966333717)"
"634193";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079764";"1";"125677";"125678";"1000";"1";"(null)";"2";"(null)";"0";"9313";"(null)";"LINESTRING(139322.646639615 198103.266683449,139322.775519733 198103.137803332,139332.186144627 198100.817402085,139342.885850262 198100.301741833,139359.644319253 198102.106482827,139383.493011889 198105.587224485,139408.24051055 198110.102082313)"
"634494";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20080065";"1";"398761";"125372";"1000";"1";"(null)";"2";"(null)";"0";"9188";"(null)";"LINESTRING(138216.625288007 196621.951042289,138205.240365087 196634.834021845,138173.399148197 196669.640180349)"
"634196";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079767";"1";"398926";"136585";"1000";"1";"(null)";"2";"(null)";"0";"9216";"(null)";"LINESTRING(140681.099970037 198350.824841171,140680.134487422 198340.525893994,140671.122943588 198329.261324414,140641.541881388 198304.11111033,140621.431690643 198292.509104086,140570.511603518 198267.242450587)"
"634208";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079779";"1";"398801";"125342";"1000";"1";"(null)";"2";"(null)";"0";"9324";"(null)";"LINESTRING(138581.170108962 196114.990196954,138594.811412423 196084.381169043,138619.304645434 196031.914101159,138652.950603321 195959.46586243,138671.130387971 195920.022116442)"
"634210";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079781";"1";"125357";"125371";"1000";"1";"(null)";"2";"(null)";"0";"9189";"(null)";"LINESTRING(138030.307271952 196583.784914806,138060.165384471 196588.138462815,138098.807893114 196592.866070684,138103.78683119 196593.324419823)"
"634211";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079782";"1";"125107";"125357";"1000";"1";"(null)";"2";"(null)";"0";"9189";"(null)";"LINESTRING(137918.283052319 196559.162801674,137933.584980285 196569.26982651,137945.166158827 196575.189226008,137962.666597085 196579.821641513,137981.968701106 196581.623167495,138009.248791925 196583.682034364,138014.358427301 196583.362489952,138030.307271952 196583.784914806)"
"634212";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079783";"1";"125090";"125091";"1000";"1";"(null)";"2";"(null)";"0";"9189";"(null)";"LINESTRING(137576.924910784 196256.349320493,137636.353182411 196320.031754272)"
"634213";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079784";"1";"125091";"125098";"1000";"1";"(null)";"2";"(null)";"0";"9189";"(null)";"LINESTRING(137636.353182411 196320.031754272,137663.166816664 196352.775271767,137687.273269533 196379.460025905,137706.996819925 196402.406278154,137726.849250434 196425.352530404)"
"634214";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079785";"1";"125098";"125101";"1000";"1";"(null)";"2";"(null)";"0";"9189";"(null)";"LINESTRING(137726.849250434 196425.352530404,137742.318638682 196444.947060897,137764.362450538 196470.213854178,137787.69548292 196490.324044923,137802.133550662 196500.121310172,137822.405330795 196510.849112232,137839.518010433 196522.294141932)"
"634215";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079786";"1";"125101";"125107";"1000";"1";"(null)";"2";"(null)";"0";"9189";"(null)";"LINESTRING(137839.518010433 196522.294141932,137879.539340635 196544.305943439,137906.562090568 196558.460810405,137918.283052319 196559.162801674)"
"634227";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079798";"1";"125652";"125663";"1000";"1";"(null)";"2";"(null)";"0";"9288";"(null)";"LINESTRING(139650.080416768 197356.742161701,139767.000403465 197441.692051408,139835.33048911 197487.072110667)"
"634245";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079816";"1";"359037";"136512";"1000";"1";"(null)";"2";"(null)";"2";"9331";"(null)";"LINESTRING(140522.937087805 196606.39526818,140466.286028943 196637.791555112,140448.487852453 196638.639060698,140339.155997184 196603.042567929,140255.25028805 196582.701874669,140238.29961715 196570.836377079,140208.398730968 196574.245549731)"
"634251";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079822";"1";"508853";"136557";"1000";"1";"(null)";"2";"(null)";"2";"9286";"(null)";"LINESTRING(140289.517721962 198157.673802544,140238.8218471 198158.054152648,140217.621207551 198158.290805617,140201.266991597 198163.845091375,140097.276811817 198295.345165552)"
"634258";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079829";"1";"125415";"125606";"1000";"1";"(null)";"2";"(null)";"0";"9201";"(null)";"LINESTRING(138953.44368315 197122.893521693,138967.752870776 197120.31536021,138971.104592531 197119.928580075,138995.726705655 197116.963638457,139022.669220028 197114.772117328,139054.694671184 197112.903355625,139071.204745414 197112.903355627,139099.546909046 197117.581200674,139159.83121304 197129.854725449)"
"634261";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079832";"1";"125670";"125682";"1000";"1";"(null)";"2";"(null)";"0";"9217";"(null)";"LINESTRING(139864.720467632 197975.512100355,139869.490429812 197978.48207417,139862.920479265 197994.082159718,139905.840493845 198015.092134974,139852.213225324 198173.804365335)"
"634262";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079833";"1";"125662";"125669";"1000";"1";"(null)";"2";"(null)";"0";"9217";"(null)";"LINESTRING(139769.840518645 197923.052161407,139804.650451297 197941.612156381)"
"634263";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079834";"1";"136516";"125674";"1000";"1";"(null)";"2";"(null)";"0";"9217";"(null)";"LINESTRING(140004.460482362 197732.772130125,139967.330428025 197757.912140032)"
"634264";"1/21/2014 2:06:06 AM";"(null)";"1/21/2014 2:06:06 AM";"20079835";"1";"125675";"125670";"1000";"1";"(null)";"2";"(null)";"0";"9217";"(null)";"LINESTRING(139915.000487453 197930.39203787,139864.720467632 197975.512100355)"
